"aphiaID","Kingdom","Subkingdom","Infrakingdom","Phylum","Subphylum","Infraphylum","Class","Subclass","Order","Family","Genus","Species","Superorder","Phylum (Division)","Subphylum (Subdivision)","Suborder","Subfamily","Variety","Forma","Subgenus","Superclass","rank"
248090,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Podocystis","Podocystis adriatica","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
248096,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Actinomonadaceae","Apedinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
248097,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Actinomonadaceae","Apedinella","Apedinella radians",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
248121,"Protozoa","Eozoa","Euglenozoa","Euglenozoa","Euglenoida","Dipilida","Euglenophyceae","Euglenophycidae","Eutreptiales","Eutreptiaceae","Eutreptiella","Eutreptiella braarudii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
248140,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia reversa","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
248148,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Actinomonadaceae","Pedinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
248181,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","Proboscia truncata","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
249689,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Chromulinales","Chromulinaceae","Chromulina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
249711,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Desmodesmus",NA,NA,"Chlorophyta","Chlorophytina",NA,"Desmodesmoideae",NA,NA,NA,NA,"Genus"
249725,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Ochromonadales","Ochromonadaceae","Ochromonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
251726,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Synedra","Synedra toxoneides","Fragilariophycanae",NA,NA,NA,NA,"Synedra toxoneides var. curvata",NA,NA,NA,"Variety"
251728,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","Proboscia alata","Rhizosolenianae",NA,NA,NA,NA,NA,"Proboscia alata f. alata",NA,NA,"Forma"
251744,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Asteroplanus",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
251745,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Asteroplanus","Asteroplanus karianus","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
254445,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Biddulphiales","Biddulphiaceae","Trigonium",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
292726,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Thalassionematales","Thalassionemataceae","Lioloma",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
341285,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae",NA,"Centrales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Order"
341479,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros neglectus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341484,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus oculus-iridis","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341496,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Corethrales","Corethraceae","Corethron","Corethron pennatum","Corethranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341536,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Synedropsis","Synedropsis hyperboreoides","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341543,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Haslea","Haslea trompii","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341558,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Fragilariopsis","Fragilariopsis pseudonana","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341566,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia bicapitata","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
341610,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pterospermataceae","Pterosperma","Pterosperma polygonum",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
345436,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Chlamydomonadales","Chlamydomonadaceae","Brachiomonas",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
345437,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Chlamydomonadales","Chlamydomonadaceae","Brachiomonas","Brachiomonas submarina",NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Species"
345481,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Lepidodinium","Lepidodinium chlorophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345484,"Chromista",NA,NA,"Bacillariophyta",NA,NA,NA,NA,NA,NA,"Mediopyxis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
345485,"Chromista",NA,NA,"Bacillariophyta",NA,NA,NA,NA,NA,NA,"Mediopyxis","Mediopyxis helysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345490,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Neocalyptrella",NA,"Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
345491,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Neocalyptrella","Neocalyptrella robusta","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345499,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Actinomonadaceae","Parapedinella","Parapedinella reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345513,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","Proboscia indica","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345514,"Bacteria","Negibacteria",NA,"Cyanobacteria",NA,NA,"Cyanophyceae","Synechococcophycidae","Synechococcales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Order"
345515,"Bacteria","Negibacteria",NA,"Cyanobacteria",NA,NA,"Cyanophyceae","Synechococcophycidae","Synechococcales","Prochlorococcaceae","Prochlorococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
345526,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Bellerocheaceae","Subsilicea","Subsilicea fragilarioides","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345529,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira aestivalis","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345532,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira curviseriata","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345533,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira delicatula","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345546,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira lineata","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345547,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira mediterranea","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345550,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira tenera","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
345882,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pterospermataceae","Pterosperma","Pterosperma moebii",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
368707,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pseudoscourfieldiales",NA,NA,NA,NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Order"
368883,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pyramimonadaceae",NA,NA,NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Family"
369190,"Chromista","Hacrobia",NA,"Haptophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phylum"
369698,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Raphidophyceae",NA,"Chattonellales","Vacuolariaceae","Gonyostomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
369960,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae","Octactis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
370366,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,"Chaetocerotanae",NA,NA,NA,NA,NA,NA,"Chaetoceros (Hyalochaete)",NA,"Subgenus"
370367,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,"Chaetocerotanae",NA,NA,NA,NA,NA,NA,"Chaetoceros (Phaeoceros)",NA,"Subgenus"
375677,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca fusiformis","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
375788,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae","Dictyocha","Dictyocha crux",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
375958,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Pedinellaceae","Ciliophrys","Ciliophrys infusionum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
375970,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae","Octactis","Octactis octonaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
376081,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pterospermataceae","Pterosperma","Pterosperma cristatum",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
376151,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas obovata",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
376667,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Skeletonemaceae","Skeletonema","Skeletonema marinoi","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
376690,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pterospermataceae","Pterosperma","Pterosperma cuboides",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
376694,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pyramimonadaceae","Halosphaera","Halosphaera minor",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
388924,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium tamutum",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
390662,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia insignis","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
390664,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Chlamydomonadales","Volvocaceae","Eudorina",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
391508,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophyceae incertae sedis","Amphidomataceae","Azadinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
393573,"Chromista","Harosa","Alveolata","Ciliophora","Intramacronucleata",NA,"Oligotrichea","Oligotrichia","Oligotrichida","Cyrtostrombidiidae","Cyrtostrombidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
394840,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Attheyaceae","Attheya","Attheya armata","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
395037,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia styliformis","Rhizosolenianae",NA,NA,NA,NA,"Rhizosolenia styliformis var. longispina",NA,NA,NA,"Variety"
411764,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia heimii","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
411767,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia subcurvata","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418132,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Cladopyxidaceae","Cladopyxis","Cladopyxis hemibrachiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418136,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax digitalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418161,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Podolampadaceae","Podolampas","Podolampas spinifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418222,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia subpacifica","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418285,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Lyrellales","Lyrellaceae","Lyrella","Lyrella hennedyi","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418509,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros messanense","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418510,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros neogracile","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418540,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Hemiaulaceae","Hemiaulus","Hemiaulus membranaceus","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418546,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Lithodesmiales","Lithodesmiaceae","Ditylum","Ditylum sol","Lithodesmiophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418547,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Melosiraceae","Melosira","Melosira moniliformis","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418624,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Diatoma","Diatoma vulgaris","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418643,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Grammatophora","Grammatophora macilenta","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418646,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Thalassionematales","Thalassionemataceae","Lioloma","Lioloma pacificum","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
418647,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Thalassionematales","Thalassionemataceae","Thalassionema","Thalassionema bacillare","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
447730,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Bellerocheaceae","Bellerochea","Bellerochea horologicalis","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
450616,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Bellerocheaceae","Neostreptotheca",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
450619,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Cymatosirales","Cymatosiraceae","Minutocellus",NA,"Cymatosirophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
464448,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Bellerocheaceae","Bellerochea","Bellerochea polymorpha","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
465389,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros criophilus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
465390,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros dadayi","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
465524,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros gracilis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
478556,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia americana","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
478557,"Plantae","Viridiplantae","Streptophyta",NA,NA,NA,"Zygnematophyceae","Zygnematophycidae","Desmidiales","Desmidiaceae","Cosmarium",NA,NA,"Charophyta",NA,NA,NA,NA,NA,NA,NA,"Genus"
478559,"Chromista","Harosa","Rhizaria","Cercozoa",NA,NA,"Thecofilosea","Eothecia","Ebriales","Podamphoraceae","Hermesinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ventrifilosa","Genus"
493821,"Chromista","Hacrobia",NA,"Haptophyta","Haptophytina",NA,"Coccolithophyceae","Prymnesiophycidae","Coccolithales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Order"
493993,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Peridiniaceae",NA,NA,NA,NA,NA,NA,"Calciodinelloideae",NA,NA,NA,NA,"Subfamily"
494056,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
494057,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Tripos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
494102,"Plantae","Viridiplantae",NA,NA,NA,NA,"Ulvophyceae",NA,"Oltmannsiellopsidales","Oltmannsiellopsidaceae","Oltmannsiellopsis",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
495287,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas parkeae",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
495363,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Tripos","Tripos muelleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495630,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium arietinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495633,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium azoricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495640,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium candelabrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495645,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium concilians",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495648,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium declinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495678,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium macroceros",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495685,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium pentagonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
495691,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratiaceae","Neoceratium","Neoceratium ranipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
